2024-10-24 15:09:53.264079, nan, nan, nan
2024-10-24 15:10:08.260510, nan, nan, nan
2024-10-24 15:10:23.253369, nan, nan, nan
2024-10-24 15:10:38.247582, nan, nan, nan
2024-10-24 15:10:53.245545, nan, nan, nan
2024-10-24 15:11:08.240366, nan, nan, nan
2024-10-24 15:11:23.235140, nan, nan, nan
2024-10-24 15:11:38.226399, nan, nan, nan
2024-10-24 15:11:53.218001, nan, nan, nan
2024-10-24 15:12:08.210582, nan, nan, nan
2024-10-24 15:12:23.201770, nan, nan, nan
2024-10-24 15:12:38.195237, nan, nan, nan
2024-10-24 15:12:53.191285, nan, nan, nan
2024-10-24 15:13:08.190256, nan, nan, nan
2024-10-24 15:13:23.191826, nan, nan, nan
2024-10-24 15:13:38.187158, nan, nan, nan
2024-10-24 15:13:53.183402, nan, nan, nan
2024-10-24 15:14:08.177662, nan, nan, nan
2024-10-24 15:14:23.172147, nan, nan, nan
2024-10-24 15:14:38.163669, nan, nan, nan
2024-10-24 15:14:53.152792, nan, nan, nan
2024-10-24 15:15:08.142152, nan, nan, nan
2024-10-24 15:15:23.136236, nan, nan, nan
2024-10-24 15:15:38.129116, nan, nan, nan
2024-10-24 15:15:53.123658, nan, nan, nan
2024-10-24 15:16:08.122359, nan, nan, nan
2024-10-24 15:16:23.125137, nan, nan, nan
2024-10-24 15:16:38.130462, nan, nan, nan
2024-10-24 15:16:53.125115, nan, nan, nan
2024-10-24 15:17:08.115362, nan, nan, nan
2024-10-24 15:17:23.107956, nan, nan, nan
2024-10-24 15:17:38.101198, nan, nan, nan
2024-10-24 15:17:53.091726, nan, nan, nan
2024-10-24 15:18:08.084909, nan, nan, nan
2024-10-24 15:18:23.080655, nan, nan, nan
2024-10-24 15:18:38.078333, nan, nan, nan
2024-10-24 15:18:53.071361, nan, nan, nan
2024-10-24 15:19:08.067422, nan, nan, nan
2024-10-24 15:19:23.060209, nan, nan, nan
2024-10-24 15:19:38.054126, nan, nan, nan
2024-10-24 15:19:53.048168, nan, nan, nan
2024-10-24 15:20:08.035983, nan, nan, nan
2024-10-24 15:20:23.030477, nan, nan, nan
2024-10-24 15:20:38.021331, nan, nan, nan
2024-10-24 15:20:53.013122, nan, nan, nan
2024-10-24 15:21:08.004395, nan, nan, nan
2024-10-24 15:21:22.997461, nan, nan, nan
2024-10-24 15:21:37.985813, nan, nan, nan
2024-10-24 15:21:52.981467, nan, nan, nan
2024-10-24 15:22:07.979862, nan, nan, nan
2024-10-24 15:22:22.974301, nan, nan, nan
2024-10-24 15:22:37.968034, nan, nan, nan
2024-10-24 15:22:52.961701, nan, nan, nan
2024-10-24 15:23:07.956752, nan, nan, nan
2024-10-24 15:23:22.949307, nan, nan, nan
2024-10-24 15:23:37.941603, nan, nan, nan
2024-10-24 15:23:52.932581, nan, nan, nan
2024-10-24 15:24:07.924669, nan, nan, nan
2024-10-24 15:24:22.912977, nan, nan, nan
2024-10-24 15:24:37.905994, nan, nan, nan
2024-10-24 15:24:52.900353, nan, nan, nan
2024-10-24 15:25:07.893400, nan, nan, nan
2024-10-24 15:25:22.885824, nan, nan, nan
2024-10-24 15:25:37.878132, nan, nan, nan
2024-10-24 15:25:52.871542, nan, nan, nan
2024-10-24 15:26:07.865025, nan, nan, nan
2024-10-24 15:26:22.864030, nan, nan, nan
2024-10-24 15:26:37.857804, nan, nan, nan
2024-10-24 15:26:52.850116, nan, nan, nan
2024-10-24 15:27:07.841256, nan, nan, nan
2024-10-24 15:27:22.832215, nan, nan, nan
2024-10-24 15:27:37.825443, nan, nan, nan
2024-10-24 15:27:52.818171, nan, nan, nan
2024-10-24 15:28:07.808472, nan, nan, nan
2024-10-24 15:28:22.801748, nan, nan, nan
2024-10-24 15:28:37.796355, nan, nan, nan
2024-10-24 15:28:52.792849, nan, nan, nan
2024-10-24 15:29:07.792292, nan, nan, nan
2024-10-24 15:29:22.788388, nan, nan, nan
2024-10-24 15:29:37.780072, nan, nan, nan
2024-10-24 15:29:52.779776, nan, nan, nan
2024-10-24 15:30:07.771095, nan, nan, nan
2024-10-24 15:30:22.766625, nan, nan, nan
2024-10-24 15:30:37.763092, nan, nan, nan
2024-10-24 15:30:52.757262, nan, nan, nan
2024-10-24 15:31:07.751992, nan, nan, nan
2024-10-24 15:31:22.749902, nan, nan, nan
2024-10-24 15:31:37.749876, nan, nan, nan
